Institute Name,Course Name
,- Diploma in Editing & Compositing
,- Diploma in Web Designing & 2D Animation
,- Master of Science (Animation and VFX)
,- Diploma in Animation and Visual Effects
,- Diploma in Maya Specialization
,- Master of Science (Animation and Gaming)
,- Post Graduation Diploma in 3d Animation & Visual Effects
,
TGC Animation & Multimedia,- Advanced Diploma in Multimedia & Animation
,- Advanced Certification in Multimedia
,- Advanced Diploma in Visual Communication & Multimedia
,- Advanced Certification in Web Design & Interactive Multimedia
,- Advanced Diploma in 3D Animation
,- Advanced Certification in Graphic Design & Prepress
,
Arena Animation Annanagar Centre,- Bachelor of Science (Animation)
,- Arena Animation Academy Specialist Programme
,- Arena Animation International Program
,- DAE-Animation Film Making
,
Anitoons,- Advance Diploma in Maya
,- Post Production & Compositing
,- Advanced Diploma In Anination of Film Making
,- Game Art
,- Diploma In Multimedia & Graphics
,- Diploma in Animation Film Making
,- 2D Flash Graphics & Character Animation
,- Advanced Diploma In 3DS Max
,
Media Arts & Science College (MASC),- Bachelors Degree in Gaming
,- Masters Degree in Animation
,"- Mass Communication, Journalism and Advertising"
,- Bachelor of Science (Animation and VFX
,
Institute of Design,- Diploma in visual Design
,- Advanced Diploma in Fashion Design
,- Diploma in Textile Design and Technology
,- Certificate in Jewellery Design
,- Post Graduate Diploma in Fashion Designing
,- Diploma in Interior Design
,- Diploma in Fine Arts
,- Diploma in Fashion Designing
,- Diploma in Fashion Designing
,
NIMS University,- Bachelor of Arts
,- Bachelor of Physiotherapy
,- Bachelor of Optometric Technology
,- Bachelor of Science Blood Transfusion Medicine
,- Master of Commerce
,- Master of Computer Application
,- Master of Arts in Fashion Designing
,- Post Graduate Diploma in Fashion Designing
,- Bachelor of Law
,- Master of Computer Application
,- Diploma in Paramedical Technology
,- Bachelor of Dental Surgery
,- Bachelor of Science Physical Education
,"- Bachelor of Science Theatre, Film, Television Technology & Animation"
,- Bachelor in Rural Studies
,- Master of Optometric Technology
,- Doctor in Medicine
,- Post Graduate Diploma in Theatre
,- Bachelor of Commerce
,- Bachelor of Architecture
,- Bachelor of Pharmacy
,- Bachelor of Hotel Management and Catering Technology
,- Bachelor of Social Sciences
,- Bachelor of Occupational Therapy
,- Diploma in Pharmacy
,- General Nursing and Midwifery
,- Master of Science Medical
,- Master of Technology
,- Master of Journalism & Mass Communication
,- Master in Social Works
,- Master of Rural Studies
,- Master of Science Blood Transfusion Medicine
,- Diploma in Paramedical Technology
,- Bachelor of Science
,- Dental Operating Room Assistant
,- Bachelor of Science Nursing
,- Bachelor of Science Medical Lab Technology
,- Bachelor of Science Radiographic Techniques
,- Master of Science Nursing
,- Master of Occupational Therapy
,- Master of Science Theatre
,- Diploma in Fashion Designing
,- Diploma in Theatre
,- Master of Business Administration
,- Master in Physiotherapy
,- Bachelor of Medicine and Bachelor of Surgery
,- Master of Science
,- Master of Arts
,- Master of Pharmacy
,- Master of Library & Information Science
,- Master of Science in Medical Lab Technology
,- Master of Science Radiography Techniques
,- Bachelor of Arts - Honours
,- Diploma in Air Hostess & Cabin Crew
,
JAGANNATH UNIVERSITY,- Bachelor of Business Administration
,- Bachelor of Computer Application
,- Bachelor of Commerce
,- Bachelor of Mass Communication
,- Master of technology
,- Master of Commerce
,- B.Tech in Computer Science and Engineering
,- B.Tech. in Information Techonology
,- B.Tech. in Mechanical Engineering
,- B.Tech. in Electrical Engineering
,- B.Tech. in Civil Engineering
,- Bachelor of Architecture
,- Master of Business Administration
,- Master of Business Administration
,- Bachelor of Technology + Master of Technology
,- Bachelor of Technology + Master of Business Administration
,- Bachelor of Computer Application + Master of Computer Application
,- Bachelor of Science in Hospitality & Catering
,- Master of Laws
,- Master of Computer Application
,- B.Tech. in Environmental Engineering
,- Bachelor of Arts with L.L.B. (Integrated Course)
,
IMAGE Animation,- 3D Animation
,- Certificate Program in Web and Graphic Design
,- Certificate Program in 2d Animation (Flash)
,- Certificate Course in Visual Effects and Compositing
,- Certificate Course in Television Production
,- Bachelor of Science (Multimedia and Animation)
,- Visual Effects
,
Bravura Multimedia Pvt. Ltd,- Diploma in 3D Animation And Visual Effects
,- Diploma in Multimedia
,- Certification in 3D Junior Animator
,- Diploma in 2D Animation
,- Certification in Visual Effects
,- Certification in Multimedia
,
M.O.P.Vaishnav College for Women,- Bachelor of Science (Electronic Media)
,- Bachelor of Science (Information Technology)
,- Master of Business Administration
,- Bachelor of Arts (Journalism)
,- Bachelor of Arts (Sociology)
,- Bachelor of Business Administration
,- Master of Science (Information Technology)
,- Master of Science (Food Technology)
,- Bachelor of Science (Computer Science)
,- Bachelor of Science (Mathematics)
,- Bachelor of Science (Food Technology)
,- Bachelor of Computer Application
,- Master of Arts (Mass Media)
,- Master of Arts (Media and Communication)
,- Master of Arts (Communicative English)
,- Bachelor of Science (Design Visualization)
,
"Pearl Academy Of Fashion, Chennai",- Bachelor of Arts-Hons. (Fashion)
,- Certificate Course in Textile Design in Products & Accessories
,- Post Graduate Diploma in Fashion Designing
,- Post Graduate Diploma in Merchandising
,- Bachelor of Arts-Hons. (Communication Design)
,- Certificate Course in Export Management in Apparel & Fashion Industries
,- Bachelor of Arts-Hons. (Fashion Business Management)
,- Post Graduate Diploma in Fashion Retail
,
The Gandhigram Rural Institute - Deemed University,- Master of Business Administration (Rural Project Management)
,- Post Graduate Diploma in Journalism and Mass Communication
,- Post Graduate Diploma in Operation Research and Applications
,- Master of Science (Geoinformatics)
,- Diploma in Micro Credit Management
,- Master of Science (Mathematics)
,- Master of Education
,- Post Graduate Diploma in Applied Statistics
,- Bachelor of Technology (Civil Engineering)
,
Berhampur University,- Bachelor of Journalism & Mass Communication
,- Master of Science (Oceanography and Marine Biology)
,- Master of Science (Advanced Plant Physiology)
,- Master of Science (Electronics)
,- Master of Arts (English)
,- Master of Arts (Mass Communication)
,- Master of Commerce
,- Master of Science (Analytical Chemistry and Material Science)
,- Master of Arts (Political Science)
,- Master of Arts (History)
,- Master of Arts (Economics)
,- Master of Business Administration (Marketing)
,- Master of Business Administration (Human Resource)
,- Master of Law
,- Post Graduate Diploma in Computer Application
,- Master of Science (Electronic Science)
,- Master of Science (Physics)
,- Master of Science (Biotechnology)
,- Master of Science (Mathematics)
,- Master of Pharmacy (Pharmaceutics)
,- Master of Science (Home Science)
,- Post Graduate Programme in Oceanography and Marine Biology
,- Master of Science (Microbiology)
,- Master of Business Administration (Financial Management)
,- Master of Technology (Electronic Information System)
,- Master of Computer Applications
,- Master of Science (Environmental Biology)
,- Master of Science (Microbial Biotechnology)
,- Master of Science (Zoology)
,- Master of Pharmacy (Pharmaceutical Technology)
,- Master of Pharmacy (Pharmaceutical Analysis & Quality Assurance)
,
Mahatma Gandhi University,- Bachelor of Arts (Communicative English)
,- Bachelor of Arts (Hindi)
,- Bachelor of Arts (Performing Arts)
,- Bachelor of Science (Biological Techniques and Specimen Preparation)
,- Bachelor of Science (Botany)
,- Bachelor of Science (Computer Application)
,- Bachelor of Science (Environmental Sciences)
,- Bachelor of Science (Family and Community Science)
,- Bachelor of Science (Information Technology)
,- Bachelor of Science (Microbiology)
,- Bachelor of Science (Nursing)
,- Bachelor of Science (Nursing-Post basic)
,- Bachelor of Technology (Civil Engineering)
,- Bachelor of Business Management
,- Bachelor of Fashion Technology
,- Bachelor of Library and information Science
,- Bachelor of Homeopathic Medicine and Surgery
,- Master of Arts (Arabic)
,- Master of Arts (Islamic History)
,- Master of Arts (Malayalam)
,- Master of Arts (Performing Arts)
,- Master of Arts (Philosophy)
,- Master of Arts (Politics)
,- Master of science (Botany)
,- Master of science (Geology)
,- Master of science (Mathematics)
,- Master of science (Microbiology)
,- Master of science (Molecular Biology and Genetic Engineering)
,- Master of science (Nursing)
,- Master of Technology (Computer and Structural Engineering)
,- Master of Technology (Machine Design)
,- Master of Technology (Production and Industrial Engineering)
,- Master of Law
,- Master of Business Administration
,- Master of Human Resource Management
,- Master of Management in Hospitality
,- Bachelor of Arts (Arabic)
,- Bachelor of Arts (Fine Arts)
,- Bachelor of Arts (Malayalam)
,- Bachelor of Arts (Music)
,- Bachelor of Arts (Politics)
,- Bachelor of Arts (Psychology)
,- Bachelor of Arts (Sanskrit)
,- Bachelor of Arts (Sociology)
,- Bachelor of Science (Computer Science)
,- Bachelor of Science (Geology)
,- Bachelor of Science (Water Management)
,- Bachelor of Science (Industrial Fisheries)
,- Bachelor of Science (Medical Laboratory Technology)
,- Bachelor of Science (Petro-chemicals)
,- Bachelor of Science (Physics Instrumentation)
,- Bachelor of Science (Statistics)
,- Bachelor of Science (Zoology)
,- Bachelor of Technology (Applied Electronics and Instrumentation)
,- Bachelor of Technology (Automobile Engineering)
,- Bachelor of Technology (Electrical & Electronics Engineering)
,- Bachelor of Technology (Information Technology)
,- Bachelor of Business Administration
,- Master of Arts (English)
,- Master of Arts (Multi-media)
,- Master of Arts (Sociology)
,- Master of science (Aqua Culture)
,- Master of science (Biotechnology)
,- Master of science (Computer Science)
,- Master of science (Chemistry)
,- Master of science (Home Science)
,- Master of science (Information Technology)
,- Master of science (Plant Biotechnology)
,- Master of science (Phytomedical Science and Technology)
,- Master of Technology (Communication Engineering)
,- Master of Commerce
,- Bachelor of Arts (English)
,- Bachelor of Arts (French)
,- Bachelor of Arts (Functional Hindi)
,- Bachelor of Arts (Multi-media)
,- Bachelor of Science (Biotechnology)
,- Bachelor of Science (Environmental Management)
,- Bachelor of Science (Home Science)
,- Bachelor of Science (Industrial Chemistry)
,- Bachelor of Science (Micro-chemistry)
,- Bachelor of Science (Zoology-Industrial Microbiology)
,- Bachelor of Commerce (Travel and Tourism)
,- Bachelor of Social Works
,- Bachelor of Tourism Management
,- Bachelor of Education
,- Bachelor of Pharmacy (Ayurveda)
,- Master of Arts (History)
,- Master of Arts (Music)
,- Master of Arts (Psychology)
,- Master of science (Bio Chemistry)
,- Master of science (Physics)
,- Master of science (Statistics)
,- Master of Technology (Computer Science and Information System)
,- Master of Social Works
,- Master of Tourism Administration
,- Bachelor of Arts (Philosophy)
,- Bachelor of Science (Aqua Culture)
,- Bachelor of Science (Chemistry)
,- Bachelor of Science (Food Science and Quality Control)
,- Bachelor of Science (Physics-Electronics and Equipment Maintenance)
,- Bachelor of Technology (Computer Science)
,- Bachelor of Technology (Electronics & Communication Engineering)
,- Bachelor of Physiotherapy
,- Master of science (Biostatistics)
,- Master of science (Clinical Nutrition and Dietetics)
,- Master of science (Electronics)
,- Master of science (Fisheries)
,- Master of Communication and Journalism
,- Bachelor of Arts (Economics)
,- Bachelor of Arts (History)
,- Bachelor of Arts (Islamic History)
,- Bachelor of Science (Clinical Nutrition and Dietetics)
,- Bachelor of Science (Mathematics)
,- Bachelor of Commerce (Taxation)
,- Bachelor of Tourism Studies
,- Bachelor of Dental Science
,- Master of Arts (Hindi)
,- Master of science (Bioinformatics)
,- Master of science (Biophysics)
,- Master of science (Physiology)
,- Master of Computer Applications
,- Bachelor of Arts (Animation and Graphic Design)
,- Bachelor of Science (Electronics)
,- Bachelor of Technology (Mechanical Engineering)
,- Bachelor of Computer Applications
,- Bachelor of Medicine and Bachelor of Surgery
,- Master of Arts (Economics)
,- Master of Technology (Power Electronics and Power System)
,- Bachelor of Science (Physics)
,- Bachelor of Pharmacy (Pharmacology)
,- Master of Arts (Fine Arts)
,- Master of Arts (Sanskrit)
,- Master of science (Zoology)
,- Bachelor of Law
,
Bharathiar University,- Master of Science (Statistics)
,- Master of Science (Statistics with Computer Applications)
,- Master of Science (Physics)
,- Master of Science (Animal Biotechnology)
,- Master of Science (Plant Science)
,- Post Graduate Diploma in German
,- Master of Arts (Business Economics)
,- Master of Arts (Population Studies)
,- Post Graduate Diploma in Nanotechnology
,- Bachelor of Physical Education
,- Master of Science (Bioinformatics)
,- Master of Science (Computer Science)
,- Master of Arts (English Literature)
,- Master of Science (Applied Econometrics)
,- Master of Science (Environmental Sciences)
,- Master of Science (Biotechnology)
,- Master of Science (Information Technology)
,- Master of Science (Applied Psychology)
,- Master of Arts (Sociology)
,- Post Graduate Diploma in French
,- Master of Science (Mathematics)
,- Master of Science (Mathematics with Computer Applications)
,- Master of Science (Medical Physics)
,- Master of Science (Nanoscience and Technology)
,- Master of Science (Electronics and Instrumentation)
,- Master of Commerce (Finance and Computer Applications)
,- Master of Journalism & Mass Communication
,- Master of Science (Chemistry)
,- Master of Science (Zoology)
,- Master of Science (Industrial Biotechnology)
,- Master of Physical Education
,- Master of Computer Applications
,- Master of Science (Textiles and Apparel Design)
,- Master of Commerce (Finance and Accounting)
,- Post Graduate Diploma in Cheminformatics
,- Master of Arts (Tamilology)
,
School of Journalism and Mass Communication,- Post Graduate Diploma in Photography
,- Post Graduate Diploma in Television Production
,- Bachelor of Arts-Hons (Mass Communication)
